,Unnamed: 0,REFCODE,Formula,SymMol,Cryst_spgr,Spgr_N,C_x,C_y,C_z,Mol_R,Mol_V,Cell_a,CCDC_ID
188,28,PIPNAD,C1 F3 S1,m,I 2 3,197,0.65477,0.159158,0.044102,1.74026,22.0759,13.0,706474
189,29,GUPKEJ,C24 H60 Mn4 P4 Te4,2 3,I 2 3,197,0.0,1.0,1.0,6.26806,1031.51,13.1741,328200
190,30,RALVUW,C42 Fe2 H52 N2 O10 Pd3,2,I 2 3,197,0.185318,0.0,0.5,7.96613,2117.48,25.4791,778317
191,31,OLOGIG,C92 Cl2 H92 Lu2 N8,2 2 2,I 2 3,197,0.0,0.5,0.5,9.22571,3289.09,24.629,660538
192,32,TAVGOM,C36 Cs4 F4 Ga4 H84,2 3,I 2 3,197,0.0,0.0,0.0,7.01361,1445.11,13.963,871296
193,33,TIJROV,C18 H48 Mo3 P6 S7,3,I 2 3,197,0.249044,0.750956,0.750956,5.97254,892.385,20.7247,886571
194,34,TIJROV,F6 P1,m -3 m,I 2 3,197,0.0,1.0,0.5,1.61653,17.6939,20.7247,886571
195,35,TUCFOO,C9 H18 N1 Sn1,3,I 2 3,197,0.814305,0.185695,0.814305,3.34397,156.626,13.7856,902683
196,36,TUCFOO,F6 Sb1,m -3 m,I 2 3,197,0.5,0.0,1.0,1.86743,27.2778,13.7856,902683
197,37,VUHYON,C45 H48 Ir1 N9,3,I 2 3,197,0.821589,0.821589,0.821589,6.66133,1238.11,20.745,987776
198,38,VUHYON,F6 P1,m -3 m,I 2 3,197,0.5,1.0,1.0,1.59907,17.1269,20.745,987776
199,39,VUHYON,F6 P1,m -3 m,I 2 3,197,1.0,1.0,1.0,1.57662,16.4156,20.745,987776
200,40,TAVGUS,C36 Cs4 F4 H84 In4,2 3,I 2 3,197,0.0,0.0,0.0,7.19603,1560.82,14.171,871300
201,41,OVEHAB,C96 H108 P4 Pd1,2 3,I 2 3,197,1.0,0.0,1.0,7.99068,2137.11,15.9326,672723
202,42,POSHOU01,C60,1,I 2 3,197,0.811377,0.811377,0.811377,3.55629,188.394,18.8492,716508
203,43,POSHOU01,C4 N4 S6,2 2 2,I 2 3,197,1.0,0.5,1.0,4.24258,319.864,18.8492,716508
204,0,CAFHEX,C18 Co1 H21 N10,3,I -4 3 d,220,0.111852,0.111852,0.111852,5.11709,561.235,20.4455,97493
205,1,BAKYOD,C42 H30 N12 Ni1,3,I -4 3 d,220,0.936097,0.436097,0.0639032,6.95444,1408.84,24.977,50961
206,2,BAKYOD,O4 P1,-4 3 m,I -4 3 d,220,0.5,0.25,0.125,1.52592,14.8825,24.977,50961
207,3,BAKYIX,C42 Co1 H30 N12,3,I -4 3 d,220,0.936003,0.063997,0.563997,6.99852,1435.8,25.104,50957
208,4,BAKYIX,O4 P1,-4 3 m,I -4 3 d,220,1.0,0.25,0.375,1.51303,14.5083,25.104,50957
209,5,DEWJUK02,C72 Cu4 H60 I4 P4,3,I -4 3 d,220,1.00209,0.00209395,1.00209,8.53952,2608.41,29.9834,166011
210,6,DEWJUK03,C72 Cu4 H60 I4 P4,3,I -4 3 d,220,1.00204,0.00203802,1.00204,8.55217,2620.02,29.9058,166012
211,7,DEWJUK05,C72 Cu4 H60 I4 P4,3,I -4 3 d,220,1.00194,0.00194301,1.00194,8.54924,2617.33,29.8024,166014
212,8,DEWJUK04,C72 Cu4 H60 I4 P4,3,I -4 3 d,220,1.00196,0.00195881,1.00196,8.55007,2618.09,29.8333,166013
213,9,DEWJUK06,C72 Cu4 H60 I4 P4,3,I -4 3 d,220,1.0019,0.00189596,1.0019,8.5492,2617.29,29.7569,166015
214,10,DEWJUK07,C72 Cu4 H60 I4 P4,3,I -4 3 d,220,1.00184,0.00184403,1.00184,8.5517,2619.59,29.7325,166016
215,11,DEWJUK18,C72 Cu4 H60 I4 P4,3,I -4 3 d,220,0.49811,0.50189,0.00188995,8.51846,2589.16,29.7864,166027
216,12,DEWJUK19,C72 Cu4 H60 I4 P4,3,I -4 3 d,220,0.997783,0.497783,0.00221717,8.50419,2576.17,30.0503,166028
217,13,DEWJUK21,C72 Cu4 H60 I4 P4,3,I -4 3 d,220,0.752279,0.247721,0.747721,8.56781,2634.42,29.9951,166030
218,14,DEWJUK22,C72 Cu4 H60 I4 P4,3,I -4 3 d,220,-0.502119,-0.502119,-0.502119,8.47278,2547.73,29.7722,166031
219,15,DEWJUK23,C72 Cu4 H60 I4 P4,3,I -4 3 d,220,0.502223,0.497777,0.997777,8.53988,2608.74,29.6561,166032
220,16,FINBIP,C2 H3 N3 O6,3,I -4 3 d,220,0.012435,-0.012435,0.487565,2.36489,55.4001,13.6162,265203
221,17,EPAMIS,C6 H9 O8 U1,3 m,I -4 3 d,220,0.455706,0.544294,1.04429,4.78994,460.328,17.0367,220653
222,18,FOZRER01,C30 Cl1 H39 Sn1,3,I -4 3 d,220,0.447308,0.552692,0.0526922,5.11687,561.164,22.3858,279307
223,19,GAKKEM,B1 C24 F20,-4,I -4 3 d,220,0.875,0.5,0.75,5.83686,832.94,19.213,291738
224,20,GECNUX,C40 Mo4 O16 Rh4,-4,I -4 3 d,220,0.25,0.125,0.5,6.42943,1113.25,25.285,298108
225,21,EMAHEF,C40 H60 O16 Rh4 W4,-4,I -4 3 d,220,0.125,0.0,0.75,7.24679,1594.09,25.2551,216467
226,22,DEWJUK29,C72 Cu4 H60 I4 P4,3,I -4 3 d,220,0.247784,0.747784,0.752216,8.52428,2594.47,30.1722,166038
227,23,HUMJUU,C9 H18 N4 O3,3,I -4 3 d,220,0.124122,0.624122,0.875878,5.28257,617.463,17.1677,372567
228,24,IKARUJ,C9 H18 N3 P1,3,I -4 3 d,220,0.510784,0.510784,0.510784,3.00778,113.976,15.7917,394008
229,25,ITAGOZ,C10 H30 O3 Si7,3,I -4 3 d,220,0.96666,0.96666,-0.0333403,4.68512,430.764,20.8722,411100
230,26,GUQZEZ,C36 H54 N3 O1 V1,3,I -4 3 d,220,1.02191,0.521911,0.978089,6.00643,907.664,24.0912,328899
231,27,ITAZEI,C21 Ga1 H24 N7,3,I -4 3 d,220,0.405679,0.594321,0.0943207,5.4239,668.362,20.2377,411406
232,28,JAKYUP,C24 H24 O3,3,I -4 3 d,220,0.555357,0.444643,0.944643,7.00626,1440.57,20.064,426077
233,29,JEXRIO,C4 H8 O1,2,I -4 3 d,220,0.0,0.25,0.512669,2.16375,42.4325,27.827,436157
234,30,INUWEU,B1 C25 Fe1 H43 N6,3,I -4 3 d,220,0.488648,0.511352,0.0113521,6.039,922.511,22.341,402333
235,31,JAYCUK,C33 F15 H21 Ir1 N3 S3,3,I -4 3 d,220,0.556043,0.556043,0.556043,6.39897,1097.5,23.9441,429763
236,32,KORBUO,Au3 C37 Cl3 H31 P3,3,I -4 3 d,220,-0.474181,-0.525819,-0.025819,6.41505,1105.8,24.539,490373
237,33,GIQHOF,C36 H90 O9 Si6 W3,3,I -4 3 d,220,1.00333,0.503327,0.996673,7.09541,1496.27,28.065,311464
238,34,KUSGEK,C12 H4 Mn4 O16,-4,I -4 3 d,220,0.25,0.375,0.0,4.41074,359.426,20.733,498557
239,35,KUSGEK,C2 H8 N2,2,I -4 3 d,220,0.279167,0.5,0.25,2.29016,50.3124,20.733,498557
240,36,JEXRIO,C56 H64 N12 Yb4,-4,I -4 3 d,220,0.0,0.25,0.375,8.04861,2183.93,27.827,436157
241,37,KOLGAW,C44 Cl4 Co4 H36 N8 O8,-4,I -4 3 d,220,0.0,0.25,0.375,6.89867,1375.22,23.9436,488731
242,38,KOLGAW,H2 O1,m m 2,I -4 3 d,220,0.25,0.266485,0.5,0.870158,2.75975,23.9436,488731
243,39,LEZVUH,C27 Cl1 H3 U1,3,I -4 3 d,220,0.0172928,0.0172928,0.0172928,4.07412,283.255,21.414,520542
244,40,MAHFEH,C3 Co1 H9 N12 O3,3,I -4 3 d,220,0.597012,0.402988,0.902988,4.57644,401.477,16.6214,548847
245,41,MAWSEJ,C12 Cl2 H20 N4 Ni1 O4,-4,I -4 3 d,220,0.5,0.75,0.875,5.78084,809.188,17.7548,555077
246,42,MAWSIN,C12 Cl2 Fe1 H20 N4 O4,-4,I -4 3 d,220,0.5,0.75,0.875,5.92134,869.635,17.9144,555083
247,43,MAJDAG,C27 Cl1 H39 Th1,3,I -4 3 d,220,-0.020231,0.520231,0.479769,4.89294,490.666,21.3159,549320
248,44,MAWSOT,C12 Cl2 H20 Mn1 N4 O4,-4,I -4 3 d,220,0.0,0.25,0.875,5.96786,890.288,18.0239,555086
249,45,KUSGEK10,C12 H4 Mn4 O16,-4,I -4 3 d,220,0.25,0.375,0.0,4.41074,359.426,20.733,498558
250,46,KUSGEK10,C2 H8 N2,2,I -4 3 d,220,0.279167,0.5,0.25,2.29016,50.3124,20.733,498558
251,47,LAFBOK,C39 H36 Ir1 N3,3,I -4 3 d,220,0.0662595,0.0662595,0.0662595,6.42437,1110.63,23.4008,503085
252,48,MIYXOI,C24 H27 Mn3 N12 Ni1 O10,3,I -4 3 d,220,0.875027,0.375027,0.124973,6.34147,1068.18,23.469,574143
253,49,MURROH,B1 C21 Cl1 H37 N9 Zn1,3,I -4 3 d,220,-0.0056619,0.494338,0.0056619,6.07966,941.268,22.04,590937
254,50,MURSAU,B1 Br1 C21 H37 N9 Zn1,3,I -4 3 d,220,0.494401,0.505599,0.00559943,6.10381,952.53,22.097,590944
255,51,NEDPUI,C12 Cl2 Cu1 H20 N4 O4,-4,I -4 3 d,220,1.0,0.25,0.875,5.7966,815.821,17.831,605946
256,52,NARWIN,C27 H39 I1 U1,3,I -4 3 d,220,0.964429,0.964429,0.964429,4.8512,478.217,21.4984,601503
257,53,MOFSAB,C44 Cl4 H36 Mn4 N8 O8,-4,I -4 3 d,220,1.0,0.75,0.625,6.94856,1405.27,24.287,576574
258,54,MOFSAB,H2 O1,m m 2,I -4 3 d,220,0.991167,1.0,0.75,0.902275,3.07675,24.287,576574
259,55,MUMCAZ,C44 Cd4 Cl4 H36 N8 O8,-4,I -4 3 d,220,0.5,0.25,0.125,6.98447,1427.17,24.527,589104
260,56,OTIWAR,C84 Cu4 H84 I4 P4,3,I -4 3 d,220,0.55474,0.55474,0.55474,9.34242,3415.5,31.9068,671605
261,57,OTIWAR01,C84 Cu4 H84 I4 P4,3,I -4 3 d,220,0.555035,0.555035,0.555035,9.19757,3259.08,31.6096,671606
262,58,QAPJUN,C12 Cl2 Co1 H20 N4 O4,-4,I -4 3 d,220,0.0,0.75,0.125,5.90397,862.004,17.857,735367
263,59,OYOVUU,B1 C24 Cl1 H39 Mn1 N6,3,I -4 3 d,220,0.00873929,0.508739,0.991261,6.10764,954.323,22.4209,678795
264,60,QOWDOW,C42 Co1 H27 N12,3,I -4 3 d,220,0.818871,0.181129,0.681129,6.87648,1361.99,24.6815,762147
265,61,QOWDOW,H2 O1,m m 2,I -4 3 d,220,0.788637,0.409493,0.54784,0.696517,1.41537,24.6815,762147
266,62,REVTAN,Au3 C37 H31 I3 P3,3,I -4 3 d,220,0.0257482,0.0257482,0.0257482,6.45843,1128.38,25.274,791003
267,63,OTIWAR02,C84 Cu4 H84 I4 P4,3,I -4 3 d,220,0.054777,0.445223,0.554777,9.31085,3380.99,31.8835,671607
268,64,TAZBFE,C21 Fe1 H24 N7,3,I -4 3 d,220,0.152964,0.152964,0.152964,5.40015,659.62,20.058,872943
269,65,TEHSUV,B1 C24 H1 N6 Na1 O3,3,I -4 3 d,220,0.985136,0.485136,0.0148644,5.3639,646.425,22.056,876889
270,66,SOTSAW,C51 Cl1 H63 Hf1 N6 Si3,3,I -4 3 d,220,1.00049,0.000489304,0.000489304,7.74427,1945.44,27.377,852086
271,67,SOTROJ,C51 Cl1 H63 N6 Si3 Zr1,3,I -4 3 d,220,0.000529936,0.000529936,1.00053,7.77735,1970.47,27.46,852078
272,68,TRPAMN01,C21 H24 Mn1 N7,3,I -4 3 d,220,0.0945721,0.405428,0.594572,5.46102,682.176,20.1006,901996
273,69,TOKYIB,C30 H42 Mo1 N4,3,I -4 3 d,220,0.954443,0.454443,0.0455571,5.43235,671.491,22.783,896196
274,70,TRPAMN02,C21 H24 Mn1 N7,3,I -4 3 d,220,0.906088,0.406088,0.0939119,5.417,665.814,20.2152,901997
275,71,TRPAMN03,C21 H24 Mn1 N7,3,I -4 3 d,220,0.906273,0.406273,0.0937268,5.42273,667.929,20.282,901998
276,72,TRPAMN04,C21 H24 Mn1 N7,3,I -4 3 d,220,0.0966905,0.40331,0.59669,5.33955,637.661,19.9576,901999
277,73,OTIWAR03,C84 Cu4 H78 I4 P4,3,I -4 3 d,220,0.55236,0.55236,0.55236,9.12689,3184.52,31.6723,671608
278,74,TRPAMN05,C21 H24 Mn1 N7,3,I -4 3 d,220,0.593948,0.0939475,0.406052,5.41279,664.261,19.786,902000
279,75,UPOBAE,C21 H24 N7 Ru1,3,I -4 3 d,220,0.904564,0.404564,0.0954362,5.3948,657.661,19.9699,934986
280,76,VIHDUN,C25 H16 N4 O4,-4,I -4 3 d,220,0.0,0.75,1.125,6.42674,1111.85,18.0373,970875
281,77,UWUTUE01,C32 H40 Li4 N4,-4,I -4 3 d,220,0.625,0.0,0.75,6.00912,908.886,21.1726,944932
282,78,WEPVOE,B1 C25 H43 Mg1 N6,3,I -4 3 d,220,-0.0114355,0.988564,0.988564,6.06155,932.884,22.402,1008214
283,79,WESPOZ,B1 C25 Cd1 H39 N6,3,I -4 3 d,220,0.0089,0.0089,0.0089,6.11303,956.856,22.747,1009201
284,80,XOBPAH,Br1 C27 H39 Th1,3,I -4 3 d,220,0.0205219,0.0205219,0.0205219,4.88283,487.63,21.3204,1064577
285,81,YUPXOW,B1 C24 H39 N6 Tl1,3,I -4 3 d,220,0.00673239,0.00673239,0.00673239,6.15527,976.825,22.59,1122312
286,82,WAVCIF,C48 H108 O4 Si4 Ta2,-4,I -4 3 d,220,0.25,0.375,0.0,7.79671,1985.22,28.125,1001412
287,83,TODDEY,C69 H72 Mn11 N9 O43,3,I -4 3 d,220,0.493826,0.506174,0.00617397,10.0774,4286.73,35.533,894094
288,84,TODDEY,C3 H7 N1 O1,1,I -4 3 d,220,0.576258,0.299317,-0.0460333,2.52417,67.365,35.533,894094
289,85,TODDEY,H2 O1,m m 2,I -4 3 d,220,0.4647,0.288967,0.1454,0.722102,1.57715,35.533,894094
290,86,TODDEY,H2 O1,m m 2,I -4 3 d,220,0.393233,0.320967,0.1455,0.73707,1.67726,35.533,894094
291,87,ZIPMAM,C30 H64 N6 Se8 W6,-4,I -4 3 d,220,0.25,0.375,0.0,7.85065,2026.71,31.15,1141819
292,88,ZIPMAM,C5 H11 N1,1,I -4 3 d,220,0.901506,0.0438706,0.369153,2.43633,60.5741,31.15,1141819
293,89,ZIPMAM,C5 H11 N1,1,I -4 3 d,220,0.200853,0.0311882,0.0932824,2.42046,59.3975,31.15,1141819
294,90,VALHAT,C108 H148 K4 N16 O21 Zn4,-4,I -4 3 d,220,0.75,0.625,0.0,9.93991,4113.6,33.049,953713
295,91,YUYWOF,C108 Cu4 H148 K4 N16 O21,-4,I -4 3 d,220,0.5,0.75,0.875,9.9941,4181.26,32.9427,1125385
296,0,HXMTAM04,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.46146,62.4673,6.931,377493
297,1,HXMTAM05,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.47715,63.6696,6.91,377494
298,2,HXMTAM03,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.46192,62.5026,7.021,377492
299,3,HXMTAM08,C6 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,1.67358,19.6342,7.028,377496
300,4,HXMTAM07,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.4371,60.6309,7.028,377495
301,5,HXMTAM09,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.47465,63.4772,6.956,377497
302,6,HXMTAM10,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.47801,63.7359,6.9274,377498
303,7,HXMTAM11,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.48256,64.0875,6.9337,377499
304,8,HXMTAM12,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.4772,63.6734,6.9424,377500
305,9,HXMTAM13,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.47433,63.4526,6.9551,377501
306,10,HXMTAM14,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.4713,63.2198,6.9693,377502
307,11,HXMTAM15,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.46745,62.9249,6.9835,377503
308,12,HXMTAM16,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.4111,58.7115,7.028,377504
309,13,HMSIPA,C12 H36 P4 Si6,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,4.45966,371.52,10.817,359267
310,14,HXMTAM18,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.43196,60.2483,7.028,377506
311,15,HXMTAM17,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.46675,62.8711,7.028,377505
312,16,HXMTAM19,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.46675,62.8711,7.028,377507
313,17,HXMTAM20,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.46675,62.8711,7.028,377508
314,18,HXMTAM21,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.38142,56.5698,7.028,377509
315,19,HMGETP01,C12 Ge6 H36 P4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,4.62061,413.214,10.901,359126
316,20,HXMTAM22,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.44074,60.9031,7.028,377510
317,21,HXMTAM23,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.44074,60.9031,7.028,377511
318,22,HXMTAM25,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36843,55.6492,7.019,377513
319,23,HXMTAM26,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.33315,53.1994,7.0154,377514
320,24,HXMTAM27,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36747,55.5812,7.0132,377515
321,25,HXMTAM28,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36563,55.4516,7.0097,377516
322,26,HXMTAM29,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36763,55.5924,7.0078,377517
323,27,HXMTAM30,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.33746,53.4944,7.0045,377518
324,28,HXMTAM31,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36662,55.5218,7.0019,377519
325,29,HXMTAM32,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36706,55.5528,6.9993,377520
326,30,HXMTAM33,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36674,55.5302,6.9964,377521
327,31,HXMTAM34,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36755,55.5868,6.9939,377522
328,32,HXMTAM35,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36802,55.62,6.9914,377523
329,33,HXMTAM36,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.34163,53.7811,6.9972,377524
330,34,HXMTAM24,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.37339,55.9997,7.0195,377512
331,35,HXMTAM39,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.35039,54.3873,7.0135,377527
332,36,HXMTAM37,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36711,55.5564,7.0014,377525
333,37,HXMTAM38,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.3662,55.4923,7.0075,377526
334,38,HXMTAM40,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36701,55.5489,7.0187,377528
335,39,HXMTAM41,C6 D12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36791,55.6121,7.0194,377529
336,40,HXMTAM42,C6 H12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36802,55.6198,7.0266,377530
337,41,HXMTAM44,C6 H12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36587,55.4685,7.0212,377532
338,42,HXMTAM46,C6 H12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.34987,54.3512,7.0159,377534
339,43,HXMTAM45,C6 H12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.35032,54.3819,7.0192,377533
340,44,HXMTAM47,C6 H12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36615,55.4886,7.0142,377535
341,45,HXMTAM48,C6 H12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.367,55.548,7.0118,377536
342,46,HXMTAM49,C6 H12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.34856,54.26,7.01,377537
343,47,HXMTAM51,C6 H12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36644,55.5087,7.0033,377539
344,48,HXMTAM50,C6 H12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36589,55.4698,7.0046,377538
345,49,HXMTAM52,C6 H12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36722,55.5638,7.0066,377540
346,50,HXMTAM53,C6 H12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36515,55.418,7.0122,377541
347,51,HXMTAM54,C6 H12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36762,55.5921,7.0166,377542
348,52,HXMTAM55,C6 H12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.3661,55.4851,7.0219,377543
349,53,HXMTAM56,C6 H12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36609,55.4839,7.0248,377544
350,54,HXMTAM57,C6 H12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.36511,55.4152,7.0278,377545
351,55,METHLI01,C1 D3,3 m,I -4 3 m,217,0.296875,0.296875,0.296875,1.00688,4.27567,7.1128,563641
352,56,METHLI02,C1 D3,3 m,I -4 3 m,217,0.300275,0.300275,0.300275,0.889734,2.95024,7.2004,563642
353,57,MAGXIF,C6 H12 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,2.3668,55.534,7.0073,548753
354,58,NENVUY,C12 Ge8 N4,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,4.46799,373.605,11.2872,609515
355,59,NENWIN,C12 N4 Sn8,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,4.85561,479.521,11.6106,609526
356,60,KELREY,C12 Cl4 H36 Ti4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,4.71479,438.997,10.5275,470955
357,61,MESIAD,As4 C12 H36 Si6,-4 3 m,I -4 3 m,217,0.5,0.5,0.5,4.59767,407.089,10.982,563236
358,62,POSLOY10,C12 Cl4 O12 Tc4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,4.82456,470.379,10.322,716575
359,63,QAMCAM02,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.37888,56.389,6.8659,734330
360,64,QAMCAM03,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.3803,56.4901,6.84846,734331
361,65,QAMCAM04,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.3845,56.7897,6.8067,734332
362,66,QAMCAM01,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,1.36364e-07,4.54545e-08,2.37768,56.3038,6.9195,734329
363,67,QAMCAM06,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.38127,56.5594,6.7709,734334
364,68,QAMCAM07,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.38007,56.4737,6.7485,734335
