,Unnamed: 0,REFCODE,Formula,SymMol,Cryst_spgr,Spgr_N,C_x,C_y,C_z,Mol_R,Mol_V,Cell_a,CCDC_ID
365,69,QAMCAM08,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.38084,56.5281,6.7299,734336
366,70,QAMCAM05,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,2.72727e-07,9.09091e-08,2.379,56.3975,6.78423,734333
367,71,QAMCAM09,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.38232,56.6337,6.7107,734337
368,72,QAMCAM10,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.38138,56.567,6.6926,734338
369,73,QAMCAM12,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.38187,56.6017,6.6668,734340
370,74,QAMCAM13,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.38094,56.5358,6.6507,734341
371,75,QAMCAM14,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.38189,56.6032,6.63519,734342
372,76,QAMCAM15,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.38066,56.5156,6.6225,734343
373,77,QAMCAM16,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.38081,56.5263,6.6085,734344
374,78,QAMCAM17,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.37907,56.4022,6.59455,734345
375,79,QAMCAM11,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,1.36364e-07,4.54545e-08,2.38198,56.6093,6.6758,734339
376,80,QAMCAM18,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.37973,56.4491,6.5844,734346
377,81,QAMCAM19,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.37926,56.416,6.5636,734347
378,82,QAMCAM20,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.37908,56.4028,6.5404,734348
379,83,QAMCAM21,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.3773,56.2763,6.4826,734349
380,84,QAMCAM22,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.3754,56.1418,6.4486,734350
381,85,QAMCAM23,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.37565,56.1594,6.4119,734351
382,86,QAMCAM24,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.37409,56.0491,6.38035,734352
383,87,QAMCAM25,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.37357,56.0123,6.3533,734353
384,88,QAMCAM26,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.37089,55.8228,6.3396,734354
385,89,QAMCAM27,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.3726,55.9435,6.3314,734355
386,90,QAMCAM28,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.37159,55.872,6.3279,734356
387,91,QAMCAM29,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.37224,55.9178,6.3164,734357
388,92,QAMCAM30,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.37119,55.8439,6.3069,734358
389,93,QAMCAM31,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.37167,55.8779,6.3048,734359
390,94,QAMCAM32,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.36912,55.6973,6.2914,734360
391,95,QAMCAM33,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.36663,55.522,6.2795,734361
392,96,QAMCAM34,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.36825,55.6364,6.273,734362
393,97,QAMCAM35,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.48594,64.3498,6.9486,734363
394,98,QAMCAM36,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.43448,60.4361,6.9195,734364
395,99,QAMCAM37,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.47815,63.747,6.8659,734365
396,100,QAMCAM38,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.49094,64.7388,6.84846,734366
397,101,QAMCAM39,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.49916,65.3821,6.8067,734367
398,102,QAMCAM40,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.53585,68.3041,6.78423,734368
399,103,QAMCAM41,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.47257,63.3168,6.7709,734369
400,104,QAMCAM42,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.48198,64.0429,6.7485,734370
401,105,QAMCAM43,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.50572,65.8982,6.7299,734371
402,106,QAMCAM44,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.50693,65.9937,6.6926,734372
403,107,QAMCAM45,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.47854,63.7768,6.6758,734373
404,108,QAMCAM46,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.44623,61.3154,6.6668,734374
405,109,NIWMIP,Al4 C12 H36 N4 S6,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,5.55294,717.209,11.4095,622085
406,110,QAMCAM47,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.45776,62.1859,6.6507,734375
407,111,QAMCAM48,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.48628,64.3766,6.63519,734376
408,112,QAMCAM49,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.47452,63.4672,6.6225,734377
409,113,QAMCAM50,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.46315,62.5966,6.6085,734378
410,114,QAMCAM51,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.45049,61.6357,6.59455,734379
411,115,QAMCAM53,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.39283,57.3867,6.5404,734381
412,116,QAMCAM52,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.41363,58.8962,6.5636,734380
413,117,QAMCAM54,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.44371,61.1257,6.4826,734382
414,118,QAMCAM55,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.44089,60.9143,6.4119,734383
415,119,QAMCAM56,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.36004,55.06,6.3533,734384
416,120,QAMCAM57,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.41806,59.2211,6.3164,734385
417,121,QAMCAM58,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.39178,57.3111,6.3069,734386
418,122,QAMCAM59,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.46995,63.1161,6.2914,734387
419,123,QAMCAM60,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.38111,56.5475,6.2795,734388
420,124,QAMCAM61,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.36909,55.6955,6.3104,734389
421,125,QAMCAM62,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.37423,56.0592,6.9486,734390
422,126,QAMCAM64,C6 H12 N4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,2.44907,61.5288,6.273,734392
423,127,YEYQAU,C12 O12 Ru4 Se4,-4 3 m,I -4 3 m,217,0.0,0.0,1.0,4.74168,446.551,10.308,1099137
424,128,RELQAD,C12 Ge4 H36 N4 Si4,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,5.24835,605.541,11.2687,787406
425,129,NEYSOA,C78 Cu17 H150 Mn28 N12 O92,-4 3 m,I -4 3 m,217,0.0,0.0,0.0,9.26285,3328.96,20.3441,613417
426,130,NEYSOA,H2 O1,m m 2,I -4 3 m,217,0.1105,0.4852,0.1105,0.62637,1.02936,20.3441,613417
427,131,NEYSOA,H2 O1,m m 2,I -4 3 m,217,0.127,0.3303,0.127,0.706986,1.48016,20.3441,613417
428,0,CIXWOW,C4 H10 O2,2,I a -3,206,0.982216,0.0,0.25,3.77374,225.108,25.75,124913
429,1,AETSMN,C27 Cl3 H24 Mn1 N4 O3,3,I a 3,206,0.130351,0.130351,0.130351,7.45257,1733.78,22.49,8277
430,2,CIXYEO,C4 H10 O2,2,I a -3,206,0.230025,0.0,-0.25,3.74418,219.86,25.758,124937
431,3,ACAJIX,C36 F12 H18 Ir1 N3,3,I a -3,206,0.635375,-0.135375,0.135375,6.16751,982.665,23.6916,3063
432,4,DUPXOD,C31 H21,3 2,I a -3,206,0.0427681,0.0427681,0.0427681,8.13428,2254.41,20.203,192671
433,5,NAHACE03,C4 H7 O4,2,I a -3,206,0.0,0.25,0.10292,3.89094,246.74,15.902,596958
434,6,QEZCUU,C18 Ce1 N18 O6,-3,I a -3,206,0.5,0.5,0.5,5.81561,823.875,22.535,746571
435,7,QEZCUU,C8 H20 N1,m m 2,I a -3,206,0.654393,0.5,0.25,3.40335,165.119,22.535,746571
436,8,CADXOU,Ag2 C6 H12 O6,-3 m,I a 3,206,0.0,0.0,0.0,3.05784,119.762,16.376,97273
437,9,QEZDAB,C18 Gd1 N18 O6,-3,I a -3,206,0.5,0.5,0.5,5.73072,788.32,22.3927,746574
438,10,CADXOU,As1 F6,m -3 m,I a 3,206,0.217229,0.0,0.25,1.73144,21.7419,16.376,97273
439,11,QEZDAB,C8 H20 N1,m m 2,I a -3,206,0.658405,0.5,0.25,3.39342,163.677,22.3927,746574
440,12,QEZDEF,C18 La1 N18 O6,-3,I a -3,206,0.5,0.5,0.5,5.84252,835.367,22.5835,746579
441,13,QEZDIJ,C18 N18 Nd1 O6,-3,I a -3,206,0.5,0.5,0.5,5.78742,811.951,22.4898,746582
442,14,QEZDEF,C8 H20 N1,-4 2 m,I a -3,206,0.654176,0.5,0.25,3.39074,163.289,22.5835,746579
443,15,QEZDIJ,C8 H20 N1,-4 2 m,I a -3,206,0.656159,0.5,0.25,3.40051,164.706,22.4898,746582
444,16,ZOWNAA,C21 Co1 H18 N3 O9,3,I a 3,206,0.0952577,0.0952577,0.0952577,7.64071,1868.43,20.792,1150050
445,17,ZZZWFC01,C12 H30 N6 Ni1 O6,-3,I a -3,206,0.25,0.25,0.25,5.04011,536.285,16.8052,1161794
446,18,ZZZWFC01,N1 O3,-6 m 2,I a -3,206,0.590295,0.090295,0.409705,1.23859,7.95902,16.8052,1161794
447,19,CIXWOW,C82 Co2 H78 P6 S1,-3,I a -3,206,0.75,0.25,0.25,7.73146,1935.8,25.75,124913
448,20,CIXYEO,C82 Co2 H78 P6 Se1,-3,I a -3,206,0.0,0.0,0.0,7.76847,1963.73,25.758,124937
449,0,TAMXIQ,C2,m,I a -3 d,230,0.125,0.125,0.125,0.55382,0.711512,16.533,868473
450,1,TAMXIQ,B1 C1 N1,1,I a -3 d,230,-0.0291067,0.125,0.2791,1.41376,11.836,16.533,868473
451,2,GOYHUA,Al2 C22 H24 N6,2,I a -3 d,230,0.567745,0.625,0.317745,5.78889,812.574,32.2887,322820
452,3,UXOXUB,C2,m,I a -3 d,230,0.125,0.125,0.125,0.544183,0.675009,16.536,946215
453,4,UXOXUB,B1 C1 N1,1,I a -3 d,230,-0.029,0.125,0.279,1.41751,11.9303,16.536,946215
454,5,QUZHAW,C28 Fe1 H24 N8 O2,2,I a -3 d,230,1.0,0.75,1.0139,6.6037,1206.25,34.1795,773870
455,6,QUZHAW,C2 H3 N1,3 m,I a -3 d,230,0.947363,0.947363,0.947363,2.1178,39.7863,34.1795,773870
456,7,VAJNEA,C28 Cu1 H24 N2 O4,2,I a -3 d,230,0.861784,0.111784,0.125,6.7321,1277.99,31.2451,952786
457,8,QUZHAW,Cl1 O4,-4 3 m,I a -3 d,230,0.90641,0.912326,1.04641,1.43727,12.4362,34.1795,773870
458,0,CILPAO10,C12 Cl8 H36 P4 Ta2,m m m,I m 3,204,0.0,0.5,0.0,5.9214,869.659,16.4,120087
459,1,CUHVEG,C12 Cl8 H36 Nb2 P4,m m m,I m 3,204,0.5,0.0,0.0,5.78988,812.989,16.372,141103
460,2,CILPAO,C12 Cl8 H36 P4 Ta2,m m m,I m 3,204,0.0,0.5,0.0,5.9214,869.659,16.4,120085
461,3,DEKBIF,C20 Er2 H24 N2,m m m,I m -3,204,0.5,1.0,0.5,4.75658,450.776,14.5007,162284
462,4,TCYETY01,C6 N4,m m m,I m 3,204,0.0,0.5,0.5,2.99187,112.177,9.736,874199
463,5,DEKBIF01,C20 Er2 H24 N2,m m m,I m -3,204,0.5,1.0,0.5,4.75477,450.262,14.351,162285
464,6,CUHVEG01,C12 Cl8 H36 Nb2 P4,m m m,I m 3,204,0.0,0.5,0.0,5.82254,826.826,16.39,141104
465,7,TCYETY12,C6 N4,m m m,I m -3,204,1.0,0.5,0.5,3.01284,114.552,9.6326,874209
466,8,TCYETY02,C6 N4,m m m,I m 3,204,0.0,0.5,0.5,2.99306,112.31,9.736,874200
467,9,DEKBUR02,C20 H24 N2 Yb2,m m m,I m -3,204,0.5,0.0,0.5,4.76779,453.971,14.4104,162296
468,0,LOSZAX,C32 Eu2 O44 Ti8,4/m m m,I m -3 m,229,0.0,0.0,0.5,7.14858,1530.16,24.59,536163
469,1,LOSZAX,C2 N1,1,I m -3 m,229,0.1854,0.366067,0.1854,1.39435,11.3551,24.59,536163
470,0,AMECUA,C6 Cu1 N5,3,P 21 3,198,0.247892,0.247892,0.247892,3.07674,121.997,11.626,22098
471,1,AMECUA,Cl1 O4,-4 3 m,P 21 3,198,0.76032,0.76032,0.76032,1.43982,12.5026,11.626,22098
472,2,AMECUA,Cl1 O4,-4 3 m,P 21 3,198,0.5432,0.5432,0.5432,1.41562,11.8827,11.626,22098
473,3,ARUNOT,C12 Cl4 Cu1 H36 Mo3 N6 S4,3,P 21 3,198,0.599219,0.0992187,0.400781,5.45759,680.892,15.3959,31694
474,4,ARUNOT,Cl2 Cu1,6/m,P 21 3,198,0.37449,0.37449,0.37449,2.13119,40.5452,15.3959,31694
475,5,BEMQUF,B1 C6 H15 N2,3,P 21 3,198,0.0102,0.0102,0.0102,2.83284,95.2227,9.18,61467
476,6,BIKJEK,C14 Co1 N4 S3,3,P 21 3,198,0.70665,0.70665,0.70665,4.68362,430.349,13.37,70154
477,7,BIKJEK,Cl4 Zn1,-4 3 m,P 21 3,198,0.297686,0.297686,0.297686,2.28273,49.8241,13.37,70154
478,8,BATVID,C27 H39 N1 O1 U1,3,P 21 3,198,0.239514,0.239514,0.239514,4.74727,448.134,13.4239,54545
479,9,BINJOZ,C30 H45 N4,3,P 21 3,198,0.971567,0.528433,0.471567,8.10529,2230.39,15.3039,71441
480,10,BINJOZ,Cl4 Co1,-4 3 m,P 21 3,198,0.867555,0.367555,0.132445,2.2808,49.6975,15.3039,71441
481,11,AVUTAM,Au1 B1 C33 H37 N6 P1,3,P 21 3,198,0.928284,0.928284,0.928284,6.64761,1230.47,21.603,38283
482,12,BURVOC,C6 H21 N4,3,P 21 3,198,0.463078,0.463078,0.463078,3.46143,173.717,10.1684,91803
483,13,CEFPIM,C6 H6,-3 m,P 21 3,198,0.419375,0.419375,0.419375,2.22942,46.4145,17.413,107840
484,14,BAXJUI,C48 Fe1 H63 N9,3,P 21 3,198,0.0769989,0.576999,-0.0769989,9.63033,3741.1,17.0031,55642
485,15,BAXJUI,B1 F4,-4 3 m,P 21 3,198,0.788724,0.711276,0.288724,1.38993,11.2475,17.0031,55642
486,16,BAXJUI,B1 F4,-4 3 m,P 21 3,198,0.226186,0.273814,0.726186,1.39059,11.2636,17.0031,55642
487,17,CEFPIM,C6 H6,6/m m m,P 21 3,198,0.279617,0.279617,0.279617,2.3549,54.7004,17.413,107840
488,18,CORQAC,C19 H18 P1,3,P 21 3,198,0.0637355,0.436264,0.563736,5.27672,615.414,15.4168,133453
489,19,CORQAC,C19 H18 P1,3,P 21 3,198,0.272824,0.272824,0.272824,5.2502,606.182,15.4168,133453
490,20,AVUTAM,Au1 B1 C33 H37 N6 P1,3,P 21 3,198,0.626487,0.626487,0.626487,6.73373,1278.92,21.603,38283
491,21,CORQAC,Cl4 Zn1,-4 3 m,P 21 3,198,-0.190298,0.309702,0.190298,2.28729,50.1233,15.4168,133453
492,22,BUKSAC,C30 H69 N12 Ni3 S3,3,P 21 3,198,1.03973,0.539727,0.960273,7.1903,1557.1,17.3804,89526
493,23,BUKSAC,Cl1 O4,-4 3 m,P 21 3,198,0.937362,0.562638,0.437362,1.42097,12.018,17.3804,89526
494,24,BUKSAC,Cl1 O4,-4 3 m,P 21 3,198,0.35629,0.14371,0.85629,1.43514,12.3811,17.3804,89526
495,25,BUKSAC,Cl1 O4,-4 3 m,P 21 3,198,0.197302,0.697302,0.802698,1.44904,12.7444,17.3804,89526
496,26,DACGIA,C30 Co1 H24 N6,3,P 21 3,198,-0.00104426,0.501044,0.498956,5.84327,835.689,18.2027,148685
497,27,AVUTAM,Au1 B1 C33 H37 N6 P1,3,P 21 3,198,0.27158,0.271581,0.271581,6.71362,1267.5,21.603,38283
498,28,CEFPIM,C42 H42 N1 Ni1 P7 Se3,3,P 21 3,198,0.045601,0.045601,0.045601,7.06885,1479.52,17.413,107840
499,29,DANKUZ,C23 Cl1 Co1 H38 N4 O2,1,P 21 3,198,0.179918,0.510103,0.197016,7.5693,1816.53,21.023,153614
500,30,DANKUZ,Cl4 Co1,3 m,P 21 3,198,0.950296,0.950296,0.950296,2.28967,50.2801,21.023,153614
501,31,DAEAZN01,Br1 C12 H30 N4 Zn1,3,P 21 3,198,0.764464,0.264464,0.235536,4.09119,286.829,12.0322,149701
502,32,DEMCIH,B1 C3 Cl1 F9,3,P 21 3,198,0.488586,0.488586,0.488586,2.53042,67.8662,9.8059,163084
503,33,DEMDUU,B1 Br1 C3 F9,3,P 21 3,198,0.489359,0.489359,0.489359,2.50243,65.6392,9.9001,163100
504,34,DMAECO01,Br1 C12 Co1 H30 N4,3,P 21 3,198,0.236206,0.763794,0.263794,4.06277,280.895,12.0768,176860
505,35,DMAECO02,Br1 C12 Co1 H30 N4,3,P 21 3,198,-0.0143502,0.98565,0.98565,4.05304,278.882,12.0262,176861
506,36,DACGOG,C30 H24 N6 Ni1,3 2,P 21 3,198,1.00181,0.49819,0.50181,5.7864,811.525,18.1944,148694
507,37,DMAECU01,Br1 C12 Cu1 H30 N4,3,P 21 3,198,0.486681,1.01332,-0.0133185,4.09721,288.098,12.0005,176863
508,38,DMAECU02,Br1 C12 Cu1 H30 N4,3,P 21 3,198,0.26309,0.26309,0.26309,4.08432,285.388,12.0512,176864
509,39,DORBIY,Be1 Br1 C15 H15 N3,3,P 21 3,198,0.392947,0.607053,0.107053,5.22767,598.413,11.8814,183293
510,40,DAZPUS03,C43 H64,3,P 21 3,198,0.838372,0.161628,0.661628,7.40765,1702.62,19.8599,158475
511,41,DACGIA,C27 H42 O16 U2,3,P 21 3,198,0.191193,0.808807,0.308807,6.59019,1198.86,18.2027,148685
512,42,ELUZOA,C18 H21 N4,3,P 21 3,198,0.363543,0.363543,0.363543,5.69594,774.056,13.2054,216346
513,43,ELETIZ,C30 Cu1 H39 N1 S3,3,P 21 3,198,0.819476,0.819476,0.819476,8.2274,2332.73,29.5335,215020
514,44,DACGOG,C27 H42 O16 U2,3,P 21 3,198,0.810104,0.189896,0.689896,6.57207,1189.0,18.1944,148694
515,45,EWEGAR,Ag3 C12 H36 N6 Rh2 S6,3,P 21 3,198,0.86387,0.86387,0.86387,5.82526,827.983,19.38,233441
516,46,DAZPUS03,C43 H64,3,P 21 3,198,0.663283,0.336717,0.836717,7.41202,1705.63,19.8599,158475
517,47,FADKOK,As3 C9 Cl6 In2 O3,-6,P 21 3,198,0.532583,0.532583,0.532583,4.28717,330.057,13.846,242370
518,48,ELETIZ,C30 Cu1 H39 N1 S3,3,P 21 3,198,0.803737,0.696263,0.303737,8.22694,2332.34,29.5335,215020
519,49,FAQCAC,C4 H12 N1,2 3,P 21 3,198,0.593506,0.906494,1.09351,2.03168,35.1268,10.5828,247369
520,50,FAQCAC,O4 S1,-4 3 m,P 21 3,198,0.504428,0.495572,0.995572,1.47871,13.5434,10.5828,247369
521,51,ELETIZ,C30 Cu1 H39 N1 S3,1,P 21 3,198,0.901057,0.305547,0.559865,8.39305,2476.49,29.5335,215020
522,52,ELETIZ,C30 Cu1 H39 N1 S3,1,P 21 3,198,0.942577,0.400747,0.306047,8.34269,2432.17,29.5335,215020
523,53,EWEGEV,Ag3 C12 H36 N6 Rh2 S6,3 2,P 21 3,198,0.136103,0.136103,0.136103,5.8165,824.253,19.381,233444
524,54,ELETIZ,B1 F4,-4 3 m,P 21 3,198,0.888782,0.388782,0.111218,1.38432,11.1117,29.5335,215020
525,55,ELETIZ,B1 F4,-4 3 m,P 21 3,198,0.116694,0.616694,0.883306,1.38094,11.0306,29.5335,215020
526,56,FAQCAC,C1 H6 N3,-6 m 2,P 21 3,198,0.63596,0.63596,0.63596,1.90346,28.8871,10.5828,247369
527,57,ELETIZ,B1 F4,-4 3 m,P 21 3,198,0.82137,0.099972,0.208978,1.37326,10.8476,29.5335,215020
528,58,ELETIZ,B1 F4,-4 3 m,P 21 3,198,0.778488,0.165424,0.9029,1.37201,10.818,29.5335,215020
529,59,FEGYEV,C7 H13 N1,3 m,P 21 3,198,0.411586,0.411586,0.411586,2.39079,57.2403,10.906,253493
530,60,FEGYEV,Br4 C1,3 m,P 21 3,198,0.09756,0.09756,0.09756,2.01062,34.0462,10.906,253493
531,61,EWEGAR,Ag3 C12 H36 N6 Rh2 S6,3 2,P 21 3,198,0.388897,0.388897,0.388897,5.78213,809.727,19.38,233441
532,62,EWEGAR,C4 H4 O5,1,P 21 3,198,0.498667,0.63823,0.722763,3.13205,128.696,19.38,233441
533,63,FESPIC,C18 H21 N4,3,P 21 3,198,-0.118179,-0.118179,-0.118179,5.68251,768.594,12.6301,257936
534,64,FESPIC,N1 O3,-6 m 2,P 21 3,198,0.374375,0.374375,0.374375,1.24273,8.03904,12.6301,257936
535,65,FESPIC,O4 S1,-4 3 m,P 21 3,198,-0.290076,-0.290076,-0.290076,1.48704,13.7735,12.6301,257936
536,66,EWEGEV,Ag3 C12 H36 N6 Rh2 S6,3 2,P 21 3,198,0.610973,0.610973,0.610973,5.77434,806.46,19.381,233444
537,67,EWEGEV,C4 H4 O5,1,P 21 3,198,0.501367,0.361439,0.277157,3.13916,129.574,19.381,233444
538,68,FAQCIK,C4 H12 N1,2 3,P 21 3,198,0.419818,0.0801824,0.919818,2.04113,35.6193,10.8802,247377
539,69,FOZWAT,C32 H36 O2,1,P 21 3,198,0.132934,0.100264,0.750374,6.57284,1189.42,20.029,279378
540,70,FUBZOR,C4 Co1 O4,3 m,P 21 3,198,0.295822,0.295822,0.295822,3.02345,115.767,8.898,280049
541,71,FUBZOR01,C4 Co1 O4,3,P 21 3,198,0.288622,0.288622,0.288622,3.12951,128.382,8.789,280050
542,72,FURWIY,C6 H18 Ni3 S7,3,P 21 3,198,1.03201,1.03201,1.03201,5.27463,614.685,13.801,284884
543,73,FAQCIK,C1 H6 N3,-6 m 2,P 21 3,198,-0.36096,-0.13904,0.13904,1.92675,29.9609,10.8802,247377
544,74,FAQCIK,Mo1 O4,-4 3 m,P 21 3,198,0.001388,0.001388,0.001388,1.76744,23.1265,10.8802,247377
